tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,cur_passengers,cur_fare,ly_fare,ly_passengers,amount_change,percent_change,amount_change_pax,percent_change_pax,Geocoded_City1,Geocoded_City2
Table 4,1996,1,30397,30189,"Atlanta, GA (Metropolitan Area)","Colorado Springs, CO",35990,118.93,261.47,5260,-142.53,-0.5451,30730,5.8422,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Colorado Springs, CO
(38.835224, -104.819798)"
Table 4,2001,4,30721,33192,"Boston, MA (Metropolitan Area)","Sacramento, CA",22810,216.41,322.2,19900,-105.79,-0.3283,2910,0.1462,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Sacramento, CA
(38.582087, -121.50012)"
Table 4,2004,3,30977,34100,"Chicago, IL","Philadelphia, PA",279380,113.34,210.31,183850,-96.97,-0.4611,95530,0.5196,"Chicago, IL
(41.775002, -87.696388)","Philadelphia, PA
(39.951061, -75.16562)"
Table 4,2002,4,30397,30928,"Atlanta, GA (Metropolitan Area)","Wichita, KS",18560,112.94,203.97,7050,-91.03,-0.4463,11510,1.6326,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Wichita, KS
(39.960481, -75.605214)"
Table 4,1996,4,30599,33195,"Birmingham, AL","Tampa, FL (Metropolitan Area)",23060,84.47,196,3860,-111.53,-0.569,19200,4.9741,"Birmingham, AL
(33.522859, -86.807705)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4,2006,4,30721,31295,"Boston, MA (Metropolitan Area)","Detroit, MI",113380,158.39,237.89,95040,-79.5,-0.3342,18340,0.193,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Detroit, MI
(42.332916, -83.047853)"
Table 4,1996,3,30599,33195,"Birmingham, AL","Tampa, FL (Metropolitan Area)",22270,77,202.73,2660,-125.73,-0.6202,19610,7.3722,"Birmingham, AL
(33.522859, -86.807705)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4,2002,2,30852,30928,"Washington, DC (Metropolitan Area)","Wichita, KS",14030,151.82,224.35,10580,-72.53,-0.3233,3450,0.3261,"Washington, DC (Metropolitan Area)
(38.892062, -77.019912)","Wichita, KS
(39.960481, -75.605214)"
Table 4,2014,1,30721,31453,"Boston, MA (Metropolitan Area)","Houston, TX",97910,216.97,313.7,73550,-96.73,-0.3084,24360,0.3312,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Houston, TX
(29.760803, -95.369506)"
Table 4,2009,3,31650,30198,"Minneapolis/St. Paul, MN","Pittsburgh, PA",31400,171.07,311.96,24690,-140.89,-0.4516,6710,0.2718,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Pittsburgh, PA
(40.442169, -79.994945)"
Table 4,2015,3,33105,31454,"Cincinnati, OH","Orlando, FL",43830,141.93,212.77,27260,-70.84,-0.3329,16570,0.6079,"Cincinnati, OH
(39.104427, -84.513808)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2005,1,30868,30852,"Columbia, SC","Washington, DC (Metropolitan Area)",31780,135.27,256.27,12530,-121,-0.4722,19250,1.5363,"Columbia, SC
(39.962649, -82.996216)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,1997,4,30977,32448,"Chicago, IL","Jackson/Vicksburg, MS",20020,115.98,186.91,8370,-70.93,-0.3795,11650,1.3919,"Chicago, IL
(41.775002, -87.696388)","Jackson/Vicksburg, MS
(30.325968, -81.65676)"
Table 4,2009,2,33105,30194,"Cincinnati, OH","Dallas/Fort Worth, TX",27910,210.61,351.02,22620,-140.42,-0.4,5290,0.2339,"Cincinnati, OH
(39.104427, -84.513808)","Dallas/Fort Worth, TX
(40.11086, -77.035636)"
Table 4,2015,2,30647,34492,"Cleveland, OH (Metropolitan Area)","Raleigh/Durham, NC",25290,130.67,205.35,15520,-74.68,-0.3637,9770,0.6295,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 4,1996,3,31066,34057,"Columbus, OH","Portland, OR",15530,156.21,245.78,7420,-89.58,-0.3645,8110,1.093,"Columbus, OH
(39.962649, -82.996216)","Portland, OR
(45.516018, -122.681425)"
Table 4,2009,2,30977,31650,"Chicago, IL","Minneapolis/St. Paul, MN",315690,100.18,167.54,279400,-67.36,-0.402,36290,0.1299,"Chicago, IL
(41.775002, -87.696388)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4,2004,3,34100,30466,"Philadelphia, PA","Phoenix, AZ",85920,153.24,239.02,42390,-85.78,-0.3589,43530,1.0269,"Philadelphia, PA
(39.951061, -75.16562)","Phoenix, AZ
(30.406931, -87.217578)"
Table 4,2005,1,30325,34100,"Denver, CO","Philadelphia, PA",72170,182.27,261.46,50330,-79.19,-0.3029,21840,0.4339,"Denver, CO
(39.738453, -104.984853)","Philadelphia, PA
(39.951061, -75.16562)"
Table 4,2015,3,31453,30466,"Houston, TX","Phoenix, AZ",107320,164.07,301,62020,-136.92,-0.4549,45300,0.7304,"Houston, TX
(29.760803, -95.369506)","Phoenix, AZ
(30.406931, -87.217578)"
Table 4,2001,4,30599,30466,"Birmingham, AL","Phoenix, AZ",16560,120.57,189.02,11550,-68.46,-0.3622,5010,0.4338,"Birmingham, AL
(33.522859, -86.807705)","Phoenix, AZ
(30.406931, -87.217578)"
Table 4,1996,2,33105,32211,"Cincinnati, OH","Las Vegas, NV",20160,144.47,255.81,7540,-111.34,-0.4352,12620,1.6737,"Cincinnati, OH
(39.104427, -84.513808)","Las Vegas, NV
(36.169202, -115.140597)"
Table 4,2009,2,31453,31650,"Houston, TX","Minneapolis/St. Paul, MN",44670,210.73,343.25,39440,-132.52,-0.3861,5230,0.1326,"Houston, TX
(29.760803, -95.369506)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4,1997,3,30158,30647,"Atlantic City, NJ","Cleveland, OH (Metropolitan Area)",18430,91.01,161.63,930,-70.62,-0.4369,17500,18.8172,"Atlantic City, NJ
(33.748547, -84.391502)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)"
Table 4,1997,1,30693,34614,"Nashville, TN","Salt Lake City, UT",15650,132.85,190.02,7460,-57.18,-0.3009,8190,1.0979,"Nashville, TN
(36.166687, -86.779932)","Salt Lake City, UT
(40.758478, -111.888142)"
Table 4,2001,2,30785,31703,"Burlington, VT","New York City, NY (Metropolitan Area)",38270,104.01,206.61,17360,-102.6,-0.4966,20910,1.2045,"Burlington, VT
(44.475949, -73.212481)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4,2005,3,30529,34100,"Hartford, CT","Philadelphia, PA",30060,88.91,310.78,9100,-221.86,-0.7139,20960,2.3033,"Hartford, CT
(41.765775, -72.673356)","Philadelphia, PA
(39.951061, -75.16562)"
Table 4,2005,2,30198,30852,"Pittsburgh, PA","Washington, DC (Metropolitan Area)",45220,207.95,315.46,23840,-107.51,-0.3408,21380,0.8968,"Pittsburgh, PA
(40.442169, -79.994945)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,2007,2,31703,34492,"New York City, NY (Metropolitan Area)","Raleigh/Durham, NC",227110,135.74,200.7,183890,-64.95,-0.3236,43220,0.235,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 4,2001,2,30325,31453,"Denver, CO","Houston, TX",104710,209.02,328.21,82000,-119.19,-0.3632,22710,0.277,"Denver, CO
(39.738453, -104.984853)","Houston, TX
(29.760803, -95.369506)"
Table 4,2002,3,31066,30194,"Columbus, OH","Dallas/Fort Worth, TX",46910,154.27,254.2,30920,-99.93,-0.3931,15990,0.5171,"Columbus, OH
(39.962649, -82.996216)","Dallas/Fort Worth, TX
(40.11086, -77.035636)"
Table 4,2014,4,30466,30928,"Phoenix, AZ","Wichita, KS",15330,170.17,274.11,5610,-103.94,-0.3792,9720,1.7326,"Phoenix, AZ
(30.406931, -87.217578)","Wichita, KS
(39.960481, -75.605214)"
Table 4,1996,4,30693,30466,"Nashville, TN","Phoenix, AZ",30050,124.83,187.89,19960,-63.05,-0.3356,10090,0.5055,"Nashville, TN
(36.166687, -86.779932)","Phoenix, AZ
(30.406931, -87.217578)"
Table 4,1996,4,31066,33195,"Columbus, OH","Tampa, FL (Metropolitan Area)",58070,86.38,131.72,19880,-45.34,-0.3442,38190,1.921,"Columbus, OH
(39.962649, -82.996216)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4,2006,1,32211,34783,"Las Vegas, NV","Springfield, MO",16530,137.96,208.8,4980,-70.84,-0.3393,11550,2.3193,"Las Vegas, NV
(36.169202, -115.140597)","Springfield, MO
(39.79936, -89.643624)"
Table 4,2004,4,30721,30647,"Boston, MA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",91560,137.46,214.78,66810,-77.32,-0.36,24750,0.3705,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)"
Table 4,1999,4,33044,34492,"Louisville, KY","Raleigh/Durham, NC",16870,99.94,167.08,6620,-67.14,-0.4018,10250,1.5483,"Louisville, KY
(38.256078, -85.751569)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 4,2009,2,31650,31123,"Minneapolis/St. Paul, MN","St. Louis, MO",47840,193.78,300.58,49380,-106.81,-0.3553,-1540,-0.0312,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","St. Louis, MO
(38.630276, -90.200309)"
Table 4,1996,4,30325,34570,"Denver, CO","Reno, NV",24150,107.55,178.47,11680,-70.92,-0.3974,12470,1.0676,"Denver, CO
(39.738453, -104.984853)","Reno, NV
(30.177159, -95.162771)"
Table 4,2004,2,32575,31650,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",196860,156.05,234.16,143890,-78.1,-0.3336,52970,0.3681,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4,2004,3,32337,34100,"Indianapolis, IN","Philadelphia, PA",37030,152.35,245.28,27990,-92.93,-0.3789,9040,0.323,"Indianapolis, IN
(39.76845, -86.156212)","Philadelphia, PA
(39.951061, -75.16562)"
Table 4,1999,4,31066,30559,"Columbus, OH","Seattle, WA",20860,161.64,233.61,13920,-71.97,-0.3081,6940,0.4986,"Columbus, OH
(39.962649, -82.996216)","Seattle, WA
(47.603229, -122.33028)"
Table 4,2006,4,31973,33195,"Gulfport/Biloxi, MS","Tampa, FL (Metropolitan Area)",17810,103.94,182.3,2330,-78.36,-0.4298,15480,6.6438,"Gulfport/Biloxi, MS
(30.369834, -89.091582)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4,1996,2,30189,31703,"Colorado Springs, CO","New York City, NY (Metropolitan Area)",53810,160.55,271.13,14370,-110.58,-0.4078,39440,2.7446,"Colorado Springs, CO
(38.835224, -104.819798)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4,2002,4,30397,33342,"Atlanta, GA (Metropolitan Area)","Milwaukee, WI",62140,104.51,175.39,33810,-70.88,-0.4041,28330,0.8379,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Milwaukee, WI
(43.041072, -87.909421)"
Table 4,2009,3,33105,31650,"Cincinnati, OH","Minneapolis/St. Paul, MN",18950,254.66,392.12,19310,-137.46,-0.3506,-360,-0.0186,"Cincinnati, OH
(39.104427, -84.513808)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4,2009,2,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",44340,200.26,342.86,32980,-142.6,-0.4159,11360,0.3445,"Cincinnati, OH
(39.104427, -84.513808)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,1998,1,30397,30647,"Atlanta, GA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",78430,116.64,188.26,54190,-71.63,-0.3805,24240,0.4473,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)"
Table 4,2015,3,30647,32211,"Cleveland, OH (Metropolitan Area)","Las Vegas, NV",106300,155.22,260.48,56820,-105.26,-0.4041,49480,0.8708,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Las Vegas, NV
(36.169202, -115.140597)"
Table 4,1999,4,32575,34492,"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",52720,211.21,304.76,33860,-93.55,-0.307,18860,0.557,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 4,2004,3,30325,34100,"Denver, CO","Philadelphia, PA",93280,178.66,255.76,68270,-77.1,-0.3014,25010,0.3663,"Denver, CO
(39.738453, -104.984853)","Philadelphia, PA
(39.951061, -75.16562)"
Table 4,2007,2,30693,31703,"Nashville, TN","New York City, NY (Metropolitan Area)",116710,149.28,245.4,96050,-96.12,-0.3917,20660,0.2151,"Nashville, TN
(36.166687, -86.779932)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4,2003,3,33342,31650,"Milwaukee, WI","Minneapolis/St. Paul, MN",39190,151.45,231.09,32830,-79.64,-0.3446,6360,0.1937,"Milwaukee, WI
(43.041072, -87.909421)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4,2009,2,33105,33195,"Cincinnati, OH","Tampa, FL (Metropolitan Area)",29160,147.72,211.2,21600,-63.48,-0.3006,7560,0.35,"Cincinnati, OH
(39.104427, -84.513808)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4,2001,3,33495,33192,"New Orleans, LA","Sacramento, CA",14140,144.76,212.04,7900,-67.29,-0.3173,6240,0.7899,"New Orleans, LA
(29.950621, -90.074948)","Sacramento, CA
(38.582087, -121.50012)"
Table 4,2009,3,31650,30852,"Minneapolis/St. Paul, MN","Washington, DC (Metropolitan Area)",170460,201.24,307.98,155470,-106.74,-0.3466,14990,0.0964,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,2004,4,33105,32457,"Cincinnati, OH","San Francisco, CA (Metropolitan Area)",29680,224.55,330.72,18390,-106.18,-0.321,11290,0.6139,"Cincinnati, OH
(39.104427, -84.513808)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 4,2015,3,30977,34100,"Chicago, IL","Philadelphia, PA",293630,165.23,246.44,211780,-81.21,-0.3295,81850,0.3865,"Chicago, IL
(41.775002, -87.696388)","Philadelphia, PA
(39.951061, -75.16562)"
Table 4,2009,3,30397,33105,"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",28810,183.87,370.55,16810,-186.68,-0.5038,12000,0.7139,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Cincinnati, OH
(39.104427, -84.513808)"
Table 4,2000,1,30792,30977,"Buffalo, NY","Chicago, IL",37950,109.83,243.49,20040,-133.66,-0.5489,17910,0.8937,"Buffalo, NY
(39.945422, -78.64671)","Chicago, IL
(41.775002, -87.696388)"
Table 4,2001,3,31703,30559,"New York City, NY (Metropolitan Area)","Seattle, WA",170390,267.16,381.74,149880,-114.58,-0.3001,20510,0.1368,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Seattle, WA
(47.603229, -122.33028)"
Table 4,2009,3,30721,31650,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",130170,198.55,313.94,113050,-115.39,-0.3676,17120,0.1514,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4,2000,3,30529,30466,"Hartford, CT","Phoenix, AZ",30040,194.36,298.51,12580,-104.14,-0.3489,17460,1.3879,"Hartford, CT
(41.765775, -72.673356)","Phoenix, AZ
(30.406931, -87.217578)"
Table 4,2009,4,31066,31650,"Columbus, OH","Minneapolis/St. Paul, MN",25390,206.01,307.62,18840,-101.61,-0.3303,6550,0.3477,"Columbus, OH
(39.962649, -82.996216)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4,1996,3,32575,34653,"Los Angeles, CA (Metropolitan Area)","Tulsa, OK",42380,134.29,192.39,29060,-58.1,-0.302,13320,0.4584,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tulsa, OK
(61.096484, -160.967455)"
Table 4,2008,1,33360,30852,"Melbourne, FL","Washington, DC (Metropolitan Area)",16470,162.01,261.2,7020,-99.19,-0.3797,9450,1.3462,"Melbourne, FL
(28.079931, -80.603516)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,2005,2,35096,30852,"Syracuse, NY","Washington, DC (Metropolitan Area)",43390,139.18,218.26,15440,-79.08,-0.3623,27950,1.8102,"Syracuse, NY
(43.047945, -76.147448)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,2001,3,30792,32211,"Buffalo, NY","Las Vegas, NV",40220,131.39,199.1,17990,-67.71,-0.3401,22230,1.2357,"Buffalo, NY
(39.945422, -78.64671)","Las Vegas, NV
(36.169202, -115.140597)"
Table 4,2012,3,31638,33570,"Fresno, CA","San Diego, CA",15100,110.31,211.61,4110,-101.3,-0.4787,10990,2.674,"Fresno, CA
(36.731654, -119.785856)","San Diego, CA
(32.71576, -117.163817)"
Table 4,2015,3,33105,32211,"Cincinnati, OH","Las Vegas, NV",66230,168.13,287.19,20770,-119.05,-0.4146,45460,2.1887,"Cincinnati, OH
(39.104427, -84.513808)","Las Vegas, NV
(36.169202, -115.140597)"
Table 4,2009,3,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",70800,209.83,369.25,56930,-159.41,-0.4317,13870,0.2436,"Cincinnati, OH
(39.104427, -84.513808)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4,2004,2,30721,34100,"Boston, MA (Metropolitan Area)","Philadelphia, PA",191620,105.45,189.14,137890,-83.69,-0.4425,53730,0.3897,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Philadelphia, PA
(39.951061, -75.16562)"
Table 4,2015,2,33105,32467,"Cincinnati, OH","Miami, FL (Metropolitan Area)",60230,157.88,228.51,37240,-70.63,-0.3091,22990,0.6173,"Cincinnati, OH
(39.104427, -84.513808)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)"
Table 4,2004,3,34100,34492,"Philadelphia, PA","Raleigh/Durham, NC",63590,85.62,214.46,36870,-128.84,-0.6008,26720,0.7247,"Philadelphia, PA
(39.951061, -75.16562)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 4,1996,3,30325,32575,"Denver, CO","Los Angeles, CA (Metropolitan Area)",289940,142.3,209.92,195070,-67.62,-0.3221,94870,0.4863,"Denver, CO
(39.738453, -104.984853)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
Table 4,2007,1,30620,32211,"Billings, MT","Las Vegas, NV",14940,124.59,179.5,8600,-54.91,-0.3059,6340,0.7372,"Billings, MT
(41.698264, -88.077915)","Las Vegas, NV
(36.169202, -115.140597)"
Table 4,2005,4,30792,31057,"Buffalo, NY","Charlotte, NC",18980,127.28,187.41,8600,-60.13,-0.3209,10380,1.207,"Buffalo, NY
(39.945422, -78.64671)","Charlotte, NC
(35.222936, -80.840161)"
Table 4,1999,4,30693,34492,"Nashville, TN","Raleigh/Durham, NC",44360,83.8,169.75,19660,-85.95,-0.5063,24700,1.2564,"Nashville, TN
(36.166687, -86.779932)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 4,2009,3,31650,30693,"Minneapolis/St. Paul, MN","Nashville, TN",28060,199.37,337.36,20120,-137.98,-0.409,7940,0.3946,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Nashville, TN
(36.166687, -86.779932)"
Table 4,2007,2,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",56110,106.72,169.35,36020,-62.62,-0.3698,20090,0.5577,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Buffalo, NY
(39.945422, -78.64671)"
Table 4,1996,1,30189,30559,"Colorado Springs, CO","Seattle, WA",24540,113.2,172.76,6480,-59.56,-0.3448,18060,2.787,"Colorado Springs, CO
(38.835224, -104.819798)","Seattle, WA
(47.603229, -122.33028)"
Table 4,2003,3,30198,30559,"Pittsburgh, PA","Seattle, WA",35890,150.13,240.56,19690,-90.43,-0.3759,16200,0.8228,"Pittsburgh, PA
(40.442169, -79.994945)","Seattle, WA
(47.603229, -122.33028)"
Table 4,2012,3,30325,32600,"Denver, CO","Little Rock, AR",21610,165.43,277.21,11730,-111.78,-0.4032,9880,0.8423,"Denver, CO
(39.738453, -104.984853)","Little Rock, AR
(34.748745, -92.275105)"
Table 4,2009,4,33105,31454,"Cincinnati, OH","Orlando, FL",46500,133.49,203.34,28080,-69.85,-0.3435,18420,0.656,"Cincinnati, OH
(39.104427, -84.513808)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2005,1,33105,30194,"Cincinnati, OH","Dallas/Fort Worth, TX",29190,211.95,347.07,21520,-135.12,-0.3893,7670,0.3564,"Cincinnati, OH
(39.104427, -84.513808)","Dallas/Fort Worth, TX
(40.11086, -77.035636)"
Table 4,2001,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",32470,211.21,313.67,38610,-102.46,-0.3267,-6140,-0.159,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)"
Table 4,1999,4,34492,33214,"Raleigh/Durham, NC","San Antonio, TX",14100,155.79,223,8140,-67.21,-0.3014,5960,0.7322,"Raleigh/Durham, NC
(42.673348, -72.179683)","San Antonio, TX
(29.425173, -98.494599)"
Table 4,2001,4,34057,34492,"Portland, OR","Raleigh/Durham, NC",12990,157.98,240,10960,-82.02,-0.3418,2030,0.1852,"Portland, OR
(45.516018, -122.681425)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 4,2007,2,30721,30198,"Boston, MA (Metropolitan Area)","Pittsburgh, PA",94960,145.01,218.05,76000,-73.04,-0.335,18960,0.2495,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Pittsburgh, PA
(40.442169, -79.994945)"
Table 4,2009,3,31057,32337,"Charlotte, NC","Indianapolis, IN",25540,154.31,225.8,23300,-71.49,-0.3166,2240,0.0961,"Charlotte, NC
(35.222936, -80.840161)","Indianapolis, IN
(39.76845, -86.156212)"
Table 4,1998,3,30397,34524,"Atlanta, GA (Metropolitan Area)","Richmond, VA",61710,121.56,230.53,37650,-108.97,-0.4727,24060,0.639,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Richmond, VA
(37.540759, -77.433932)"
Table 4,1997,3,30257,31454,"Albany, NY","Orlando, FL",30660,114.63,166.16,24430,-51.53,-0.3101,6230,0.255,"Albany, NY
(42.651242, -73.755418)","Orlando, FL
(28.538331, -81.378879)"
Table 4,1998,1,31453,32448,"Houston, TX","Jackson/Vicksburg, MS",14670,86.13,193.44,5500,-107.31,-0.5548,9170,1.6673,"Houston, TX
(29.760803, -95.369506)","Jackson/Vicksburg, MS
(30.325968, -81.65676)"
Table 4,2006,3,30325,34614,"Denver, CO","Salt Lake City, UT",126670,88.73,163.58,68490,-74.85,-0.4576,58180,0.8495,"Denver, CO
(39.738453, -104.984853)","Salt Lake City, UT
(40.758478, -111.888142)"
Table 4,2015,2,30647,34100,"Cleveland, OH (Metropolitan Area)","Philadelphia, PA",33820,247.52,358.58,23270,-111.06,-0.3097,10550,0.4534,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Philadelphia, PA
(39.951061, -75.16562)"
Table 4,2000,1,30423,34492,"Austin, TX","Raleigh/Durham, NC",15010,205.23,352.64,10380,-147.41,-0.418,4630,0.4461,"Austin, TX
(30.264979, -97.746598)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 4,2000,2,30529,30852,"Hartford, CT","Washington, DC (Metropolitan Area)",126990,104.24,151.72,87120,-47.48,-0.313,39870,0.4576,"Hartford, CT
(41.765775, -72.673356)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,2003,3,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",318390,161.04,259.51,188830,-98.47,-0.3794,129560,0.6861,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
Table 4,1996,3,30397,31057,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",41650,108.78,234.98,37730,-126.2,-0.5371,3920,0.1039,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Charlotte, NC
(35.222936, -80.840161)"
